3.844000000000000000e+08 3.072000000000000000e+05 3.840000000000000000e+04
3.843900000000000000e+08 2.150400000000000000e+06 2.688000000000000000e+05
3.843500000000000000e+08 5.836600000000000000e+06 7.295700000000000000e+05
3.840900000000000000e+08 1.535600000000000000e+07 1.919500000000000000e+06
3.834000000000000000e+08 2.762400000000000000e+07 3.453000000000000000e+06
3.821900000000000000e+08 4.108700000000000000e+07 5.135800000000000000e+06
3.809400000000000000e+08 5.145600000000000000e+07 6.432000000000000000e+06
3.791600000000000000e+08 6.330300000000000000e+07 7.912800000000000000e+06
3.778200000000000000e+08 7.086500000000000000e+07 8.858200000000000000e+06
3.751100000000000000e+08 8.410600000000000000e+07 1.051300000000000000e+07
3.739400000000000000e+08 8.919500000000000000e+07 1.114900000000000000e+07
3.709100000000000000e+08 1.011000000000000000e+08 1.263800000000000000e+07
3.686600000000000000e+08 1.090800000000000000e+08 1.363500000000000000e+07
3.656700000000000000e+08 1.187700000000000000e+08 1.484600000000000000e+07
3.627300000000000000e+08 1.275000000000000000e+08 1.593800000000000000e+07
3.597000000000000000e+08 1.358800000000000000e+08 1.698400000000000000e+07
3.577200000000000000e+08 1.410400000000000000e+08 1.763000000000000000e+07
3.537800000000000000e+08 1.507100000000000000e+08 1.883800000000000000e+07
3.488200000000000000e+08 1.619400000000000000e+08 2.024300000000000000e+07
3.447300000000000000e+08 1.705400000000000000e+08 2.131700000000000000e+07
3.404300000000000000e+08 1.790300000000000000e+08 2.237800000000000000e+07
3.347300000000000000e+08 1.895600000000000000e+08 2.369400000000000000e+07
3.280700000000000000e+08 2.009500000000000000e+08 2.511900000000000000e+07
3.213700000000000000e+08 2.116000000000000000e+08 2.645000000000000000e+07
3.141500000000000000e+08 2.222800000000000000e+08 2.778500000000000000e+07
3.096900000000000000e+08 2.285200000000000000e+08 2.856500000000000000e+07
3.049200000000000000e+08 2.349100000000000000e+08 2.936400000000000000e+07
2.969400000000000000e+08 2.450300000000000000e+08 3.062900000000000000e+07
2.890400000000000000e+08 2.544100000000000000e+08 3.180200000000000000e+07
2.827100000000000000e+08 2.615100000000000000e+08 3.268900000000000000e+07
2.740900000000000000e+08 2.706600000000000000e+08 3.383200000000000000e+07
2.658400000000000000e+08 2.788800000000000000e+08 3.486000000000000000e+07
2.571300000000000000e+08 2.870600000000000000e+08 3.588300000000000000e+07
2.470000000000000000e+08 2.959600000000000000e+08 3.699500000000000000e+07
2.361000000000000000e+08 3.048900000000000000e+08 3.811100000000000000e+07
2.278500000000000000e+08 3.112300000000000000e+08 3.890400000000000000e+07
2.179300000000000000e+08 3.184000000000000000e+08 3.980000000000000000e+07
2.100900000000000000e+08 3.237500000000000000e+08 4.046800000000000000e+07
1.987500000000000000e+08 3.310000000000000000e+08 4.137500000000000000e+07
1.871700000000000000e+08 3.378600000000000000e+08 4.223300000000000000e+07
1.751100000000000000e+08 3.444600000000000000e+08 4.305800000000000000e+07
1.633700000000000000e+08 3.503700000000000000e+08 4.379600000000000000e+07
1.542400000000000000e+08 3.546300000000000000e+08 4.432900000000000000e+07
1.430300000000000000e+08 3.594900000000000000e+08 4.493600000000000000e+07
1.305400000000000000e+08 3.644200000000000000e+08 4.555200000000000000e+07
1.184800000000000000e+08 3.687300000000000000e+08 4.609100000000000000e+07
1.077400000000000000e+08 3.721900000000000000e+08 4.652400000000000000e+07
9.545200000000000000e+07 3.757600000000000000e+08 4.696900000000000000e+07
8.335400000000000000e+07 3.788400000000000000e+08 4.735600000000000000e+07
7.027700000000000000e+07 3.817300000000000000e+08 4.771600000000000000e+07
5.741800000000000000e+07 3.841200000000000000e+08 4.801500000000000000e+07
4.931000000000000000e+07 3.854100000000000000e+08 4.817600000000000000e+07
3.635400000000000000e+07 3.871000000000000000e+08 4.838800000000000000e+07
2.335800000000000000e+07 3.883700000000000000e+08 4.854600000000000000e+07
1.215400000000000000e+07 3.891100000000000000e+08 4.863900000000000000e+07
3.069500000000000000e+04 3.895600000000000000e+08 4.869500000000000000e+07
-9.668500000000000000e+06 3.896500000000000000e+08 4.870600000000000000e+07
-2.208600000000000000e+07 3.894200000000000000e+08 4.867800000000000000e+07
-3.478400000000000000e+07 3.887800000000000000e+08 4.859800000000000000e+07
-4.804700000000000000e+07 3.876800000000000000e+08 4.846000000000000000e+07
-5.705900000000000000e+07 3.866700000000000000e+08 4.833400000000000000e+07
-7.022100000000000000e+07 3.848200000000000000e+08 4.810200000000000000e+07
-8.359900000000000000e+07 3.824700000000000000e+08 4.780900000000000000e+07
-9.687800000000000000e+07 3.796700000000000000e+08 4.745900000000000000e+07
-1.050800000000000000e+08 3.777000000000000000e+08 4.721300000000000000e+07
-1.175900000000000000e+08 3.743400000000000000e+08 4.679200000000000000e+07
-1.288200000000000000e+08 3.709400000000000000e+08 4.636700000000000000e+07
-1.413600000000000000e+08 3.667100000000000000e+08 4.583800000000000000e+07
-1.548500000000000000e+08 3.616200000000000000e+08 4.520200000000000000e+07
-1.667600000000000000e+08 3.566500000000000000e+08 4.458100000000000000e+07
-1.793100000000000000e+08 3.509100000000000000e+08 4.386400000000000000e+07
-1.908300000000000000e+08 3.451600000000000000e+08 4.314500000000000000e+07
-1.995400000000000000e+08 3.405000000000000000e+08 4.256200000000000000e+07
-2.117300000000000000e+08 3.334800000000000000e+08 4.168500000000000000e+07
-2.226500000000000000e+08 3.267000000000000000e+08 4.083700000000000000e+07
-2.333200000000000000e+08 3.195600000000000000e+08 3.994500000000000000e+07
-2.440000000000000000e+08 3.119100000000000000e+08 3.898900000000000000e+07
-2.541600000000000000e+08 3.041000000000000000e+08 3.801300000000000000e+07
-2.638300000000000000e+08 2.961600000000000000e+08 3.702100000000000000e+07
-2.736800000000000000e+08 2.875300000000000000e+08 3.594100000000000000e+07
-2.832300000000000000e+08 2.785700000000000000e+08 3.482200000000000000e+07
-2.924600000000000000e+08 2.693100000000000000e+08 3.366400000000000000e+07
-3.009700000000000000e+08 2.602000000000000000e+08 3.252500000000000000e+07
-3.095700000000000000e+08 2.503700000000000000e+08 3.129600000000000000e+07
-3.169100000000000000e+08 2.414300000000000000e+08 3.017900000000000000e+07
-3.232600000000000000e+08 2.332300000000000000e+08 2.915400000000000000e+07
-3.304200000000000000e+08 2.234200000000000000e+08 2.792700000000000000e+07
-3.375800000000000000e+08 2.129000000000000000e+08 2.661200000000000000e+07
-3.447100000000000000e+08 2.016600000000000000e+08 2.520700000000000000e+07
-3.511500000000000000e+08 1.907000000000000000e+08 2.383700000000000000e+07
-3.572300000000000000e+08 1.795400000000000000e+08 2.244200000000000000e+07
-3.629400000000000000e+08 1.681900000000000000e+08 2.102400000000000000e+07
-3.680300000000000000e+08 1.572100000000000000e+08 1.965200000000000000e+07
-3.731000000000000000e+08 1.452700000000000000e+08 1.815900000000000000e+07
-3.774700000000000000e+08 1.339900000000000000e+08 1.674900000000000000e+07
-3.812000000000000000e+08 1.234300000000000000e+08 1.542900000000000000e+07
-3.852200000000000000e+08 1.108000000000000000e+08 1.384900000000000000e+07
-3.884200000000000000e+08 9.945700000000000000e+07 1.243200000000000000e+07
-3.914200000000000000e+08 8.745700000000000000e+07 1.093200000000000000e+07
-3.942000000000000000e+08 7.450400000000000000e+07 9.313100000000000000e+06
-3.964400000000000000e+08 6.204900000000000000e+07 7.756100000000000000e+06
-3.983400000000000000e+08 4.894500000000000000e+07 6.118100000000000000e+06
-3.997400000000000000e+08 3.637200000000000000e+07 4.546500000000000000e+06
-4.007700000000000000e+08 2.317400000000000000e+07 2.896800000000000000e+06
-4.013300000000000000e+08 1.024500000000000000e+07 1.280600000000000000e+06
-4.014700000000000000e+08 -6.373200000000000000e+05 -7.966500000000000000e+04
-4.012300000000000000e+08 -1.387100000000000000e+07 -1.733800000000000000e+06
-4.005500000000000000e+08 -2.679500000000000000e+07 -3.349400000000000000e+06
-3.994800000000000000e+08 -3.939700000000000000e+07 -4.924700000000000000e+06
-3.979500000000000000e+08 -5.225100000000000000e+07 -6.531400000000000000e+06
-3.959900000000000000e+08 -6.504800000000000000e+07 -8.131000000000000000e+06
-3.936000000000000000e+08 -7.777500000000000000e+07 -9.721900000000000000e+06
-3.907900000000000000e+08 -9.041800000000000000e+07 -1.130200000000000000e+07
-3.879500000000000000e+08 -1.015400000000000000e+08 -1.269300000000000000e+07
-3.844300000000000000e+08 -1.137100000000000000e+08 -1.421400000000000000e+07
-3.804200000000000000e+08 -1.260400000000000000e+08 -1.575500000000000000e+07
-3.768300000000000000e+08 -1.360200000000000000e+08 -1.700300000000000000e+07
-3.721900000000000000e+08 -1.478200000000000000e+08 -1.847700000000000000e+07
-3.670400000000000000e+08 -1.597300000000000000e+08 -1.996600000000000000e+07
-3.613600000000000000e+08 -1.717300000000000000e+08 -2.146700000000000000e+07
-3.566600000000000000e+08 -1.809400000000000000e+08 -2.261700000000000000e+07
-3.502600000000000000e+08 -1.925800000000000000e+08 -2.407300000000000000e+07
